"","comp1","comp2"
"SIDI1500",-0.524846777772608,0.401677772845535
"pland.ag.1500",0.0317300040242298,-0.630314848368398
"pland.ur.1500",0.181701997830923,0.624708170777493
"pland.nat.1500",-0.483683096536274,-0.187435480536132
"lpi.for.1500",-0.423840108112268,0.0687511753161575
"ed.for.1500",-0.526235380386996,-0.106014511369196
