"","qbl_var","mbl_var","wbl_var","tl","nestl","it","rwingl","rheadw","reyel","thairl","bsetael","rbtl"
"n63",0.634481288185323,0.541966005570344,0.662025967177573,NA,NA,0.547573149891342,0.651709115498625,0.423544785892315,0.393913155920821,0.722228753374795,0.418275770815912,0.43445045042863
"n64",0.443172661489992,0.568171267144669,0.785586140401171,NA,NA,0.815469956592505,0.372687519542845,0.846183189224303,0.775937886818845,0.613543584596095,0.447241985729521,0.526793010230254
"n65",0.520101990788279,0.621648018326073,0.454963080098388,NA,NA,0.500513982300823,0.680786007642961,0.631716466185038,0.620708781362229,0.844999957473072,0.436464258214553,0.485042361948722
"n66",0.566795379263143,0.569721249926068,0.39564864748271,NA,NA,1.06927054032339,0.683788520074643,0.46680342915982,0.827575872918719,0.806513204479337,1.33848833479551,0.425941779513343
"n67",0.763569223079076,0.765001890887695,0.53686734533419,NA,NA,0.545877390783979,0.576012385587523,0.354774879676443,0.427017932199731,0.572286109408245,0.937397668089422,0.384415848513842
"n68",0.426645065760786,0.425403740669772,0.912865890976025,NA,NA,0.472880960372701,0.511839447730831,0.906942125508251,0.506432528959366,0.713686237346374,0.290385843194134,0.534098113304736
"n69",0.79117615417571,0.656073929100862,0.686640093008724,NA,NA,0.515619109634943,0.491605978146235,0.481089450144877,0.555725711987599,0.847150270786115,1.04184771528052,0.518358713996792
"n70",0.599993919047596,0.425534704266303,0.614300641826594,NA,NA,0.549578696078423,0.552540645037758,0.502159731862421,0.555596268847724,0.442372810190987,0.397450124733676,0.747760223111459
"n71",0.558286812017208,0.469312510094732,0.832399211416542,NA,NA,0.483828342395455,0.476087978611214,0.53462086958542,0.496152453911625,0.557451498560061,0.534110914381914,0.495438875809413
"n72",1.38488984915738,0.502609224438076,0.406159383673129,NA,NA,0.425018087556856,1.31388694317884,0.377122366438505,0.568583253657839,0.756105117368932,0.467691714954302,0.516126023799721
"n73",1.34264168934431,0.516418066189711,0.412038968724183,NA,NA,0.850700403315986,0.711134630846162,0.684998190157808,0.604737838439318,0.785616025405187,0.814210654566575,0.723488170900236
"n74",0.303778124943943,0.62230072703568,0.512079768979694,NA,NA,0.503597117308063,0.819410999419178,0.699542443230732,0.564047357691781,0.679110572777809,0.321221383106126,0.597800253125764
"n75",1.10618026926736,0.553214937261069,0.541271783615396,NA,NA,0.552118788942677,0.917027954208624,0.529610060323244,0.393153342195897,0.437797952099127,0.501362059675549,0.692022090635396
"n76",0.551949590269187,0.398489751272349,0.474727525987801,NA,NA,0.817087493316513,0.547152018584507,0.933308437332453,1.15215456584472,0.557779206498895,0.632294419772494,0.806814656295723
"n77",0.403973980348646,0.699446501138364,0.552550069071697,NA,NA,0.347434227761441,0.403184467203911,0.490435331358788,0.41631698161168,0.856349408031122,0.401951389173204,0.628424743876506
"n78",0.565356164308187,0.516144141843034,0.326887299983168,NA,NA,0.513630768085872,0.524938080621758,0.328383049048503,0.681891679978218,0.752162559727201,0.879147722242292,0.484039424160817
"n79",0.700837362192407,0.4419523865448,1.03854571404003,NA,NA,0.396385507430679,0.639890129606944,0.526213026735284,0.36553381897441,0.560089922793213,0.249071594248268,0.776199775132154
"n80",0.30700678006537,0.550451555168769,0.59363305768851,NA,NA,0.440162474146688,0.831336588461338,1.09499058239788,0.965329715507101,0.499875046899224,0.564063160333192,0.818754008563254
"n81",0.462582846057708,0.68640991237301,0.662543275440161,NA,NA,0.399994225645151,0.292616337695782,0.447237076597814,0.51753581490726,0.696579088517201,0.72123116443438,0.557392077758896
"n82",0.74492183063029,0.547012337082493,0.601098435338374,NA,NA,0.560093987078283,0.592785218480126,0.397752532990017,0.409654467466422,0.417030287747556,0.450281466928648,0.701790324248828
"n83",0.392584079725609,0.425233133992056,0.600897664380177,NA,NA,0.620726182736447,0.380352724603484,0.448457409541344,0.607469401070198,0.635727456721204,0.73126311807696,0.444578884674808
"n84",1.00754714502957,0.599409785589412,0.426758617329659,NA,NA,0.518911256752518,0.805154493902615,0.539429786276573,0.389789550832555,0.785200680895261,0.379332127422741,0.619783880912405
"n85",0.82632760972949,0.747120392499391,0.484502249449745,NA,NA,0.948149905411593,1.13250976610626,0.935683269136616,0.644546887907841,0.576980813225704,0.74913620258373,0.943559083817347
"n86",0.568140156783452,0.583217477968833,0.656995460572985,NA,NA,0.59410781099172,0.512605025016492,0.716174609545366,0.495213743773813,0.411308766187707,0.367517427581133,0.711215727392601
"n87",0.562113211913301,0.914859560063203,0.436464052533505,NA,NA,1.39733933601364,0.415831278792083,0.695559273732264,1.17452034917053,0.581531383296401,1.67417285903079,0.583162935851654
"n88",0.699168264725817,0.687230682639562,0.542332815537021,NA,NA,0.464684825904348,0.59931019477055,0.401473329205774,0.298618218943526,0.719539085384836,0.325774169707922,0.413095466776574
"n89",0.465690368577345,0.376435774036068,0.762294399283996,NA,NA,0.473626079934583,0.363801226219017,0.452418515430226,0.739786389496816,0.90246714706244,0.605769571204548,0.463919125119613
"n90",0.704564916201319,0.556086651558971,0.996629877727619,NA,NA,0.448540499317675,1.00304185122214,0.299779558743082,0.38753537718076,0.423442279621897,0.903974163939339,0.605442193681645
"n91",1.22210609242769,0.840582598396564,0.405804142835188,NA,NA,0.59119310501231,1.13582802576276,0.446147641988618,0.481859886337579,0.393169011910996,0.699339287260153,0.643050322918638
"n92",0.475361598506529,0.884856153014668,0.42168261196469,NA,NA,0.593281919417951,0.380272174065181,0.807553832946813,0.623983838991778,0.614613211381538,0.77820200744885,0.687067274084286
"n93",0.764014413912698,0.81068692445633,0.42043611449792,NA,NA,0.632843233087622,0.539499066302861,0.535173799247804,0.435819954803176,0.640304312397857,0.536086735317935,0.604880006509469
"n94",0.466547295044652,0.6609273143352,1.31321170029135,NA,NA,0.445066318831674,0.421127903333308,0.698500266690557,0.626358451006925,0.699513085939636,0.609378533439093,0.748093866713742
"n95",0.837764290760388,0.725580128947888,0.590043239608256,NA,NA,0.491027442257124,0.77954076199181,0.616487854004606,0.443586029989853,0.878489832324658,0.426496566428451,0.748251088975328
"n96",0.640354864204219,0.69800927498441,0.438570587497764,NA,NA,0.784087655497581,0.660178835593743,0.727426753939562,0.593418376583957,0.662959372178695,0.946956429748565,1.48103860690778
"n97",0.599800379804553,0.42554521371683,0.985482940037899,NA,NA,0.513407374156777,0.680897315828188,0.886881105126194,0.362543757451793,0.450727784745878,0.297440044826333,0.836293271320854
"n98",0.562677773905212,1.25016545704306,0.496218448651749,NA,NA,0.477725732168744,0.4251226974402,0.479387381491897,0.3633306447529,1.04196044260501,0.373798256177136,0.354790388652467
"n99",0.464492271014619,0.645820486423139,0.891058208821481,NA,NA,0.421613836327037,0.433169719212551,0.581324863696045,0.635705824711275,0.775624846318361,0.580350286652205,0.886774949830796
"n100",0.71421226631894,0.432830849505477,0.776670528913865,NA,NA,0.642494641002888,0.515804457312673,0.648842412749022,0.912247473422329,0.655249699090035,0.580288912487694,0.594431694818457
"n101",0.504816630793393,0.724242733583183,0.465315121210078,NA,NA,0.657305189103466,0.530674867323996,0.618197949239531,0.557449740435996,0.69937090678949,0.53624165858707,0.503421698446722
"n102",0.500202493143085,0.334565065833117,0.604750158088805,NA,NA,0.531787524290844,1.03393032013936,0.730522140860687,0.747665353180224,0.306678197750017,0.636049414217764,0.696585583637385
"n103",0.845670198379781,0.552735623971869,0.690062517382833,NA,NA,0.428280118891577,0.610788644369317,0.512172049506441,0.319368185925622,0.503089782179558,0.28744097064932,0.369018898263209
"n104",0.455066828019779,0.585870911946009,0.437621565490562,NA,NA,1.2802454938827,0.430004717445592,1.03130306552777,1.21678807897582,0.500361436128138,1.50685438880958,0.624380601483914
"n105",0.328586778945496,1.00344865414192,0.735579716811547,NA,NA,0.584446471161513,0.266381088397001,0.440155233147301,0.688005967258489,0.473485559086263,0.853899790448126,0.386447938562908
"n106",0.990658938502917,1.0796770457724,0.557366330995164,NA,NA,0.599178433239521,0.636860822906958,0.845020596218438,0.510441779555595,0.58643853337737,0.592297024358945,0.896046899252348
"n107",0.395732099329497,0.506813772397292,0.605027762555312,NA,NA,0.332117506355863,0.52602887851697,0.450187340521652,0.511339156469716,0.393280109269716,0.382757309576525,0.607485278284136
"n108",0.946260990714809,0.486061748213621,0.386106144320816,NA,NA,0.697859375253068,0.767111017981301,0.360458292852767,0.819057942880717,0.593960461720754,1.65895384008357,0.818545921882885
"n109",0.479454495418786,0.565844613765799,0.631195545114865,NA,NA,0.535100001646728,0.657818837005338,0.49746936916904,0.54745055409013,0.436810780557659,0.720669165454857,0.611754950564817
"n110",0.501602214385765,0.68281855523605,0.590470117994246,NA,NA,1.03154464636224,0.468041882934816,0.566664024534477,0.825353576486762,0.713780098364192,0.313092026529145,0.49838148624168
"n111",0.649918468460402,0.902553056535875,0.602564544492973,NA,NA,0.527784627262634,0.873584154074343,0.766286754285792,0.57401291246617,0.808051964921007,0.404190663511009,0.635770673569718
"n112",0.472055847164558,0.353961255885107,0.500212789662219,NA,NA,0.813768622695161,0.727451737762646,0.566274745163266,0.973487029619758,0.468346704756204,1.50241073238437,0.855344891786975
"n113",0.650014085731171,0.595780806488192,0.666921091668315,NA,NA,0.472160340923857,0.639017650265994,0.52994349135299,0.795553221579285,0.712203304073068,0.603960530245787,0.518542402738497
"n114",0.41203270634707,0.84257593006529,0.458221994087514,NA,NA,0.693486355566096,0.472688682958281,0.594491862685378,0.527247537385806,0.552914255905863,0.492043475118617,0.505933876421168
"n115",0.922649553797085,0.858337716777146,0.708016950366522,NA,NA,0.853070326966634,0.716926190162501,0.555242283495744,0.668493741502235,0.988707723870871,0.773625270829565,0.685633840808043
"n116",0.4917574604399,0.765952267015298,0.564229599861959,NA,NA,0.385874881298797,0.503577212982882,0.627406767268621,0.333049921868826,0.524952503684959,0.485591497737239,0.625217438736734
"n117",0.955618681140496,0.451005838051231,0.901381069391565,NA,NA,0.969392030971992,0.951161883777199,0.632381357940035,1.36832923042319,0.524163367946836,1.52951687288886,0.8370083274466
"n118",0.651284859563033,0.777955218980777,0.668011646255247,NA,NA,0.534657852553079,0.455517693275354,0.5481495027041,0.443909832311978,0.420908699318393,0.405642196544312,0.437474593146796
"n119",0.527877150963918,0.422677562304523,0.650713702934453,NA,NA,0.310419052495881,0.555044126736542,0.37154846596811,0.2316179426206,0.954112171472677,0.313229147729841,0.553245362330175
"n120",0.428188567896454,0.496357610345952,0.368460863131216,NA,NA,0.872724293316107,0.554778300493251,0.748473561634025,1.34817541892377,0.59423514577963,0.765458826303322,0.566284904727889
"n121",0.751168521210426,0.672135498360458,0.616803746778704,NA,NA,0.787729271956088,0.726064649945472,0.673641834614036,0.805324218029743,0.568392751416008,0.416787786694013,0.526271499161034
"n122",0.735100406357021,0.47784451643827,0.847396547420556,NA,NA,1.005419459092,0.468157807602746,0.623938855869647,1.31024012841739,0.849756318047553,0.846142956643348,0.455487496455026
"n123",0.719744185814841,0.538131210556797,0.56935935041225,NA,NA,0.675359677086737,0.491411556312447,1.07124621634066,0.760017863531788,0.509672406125967,0.676530656364538,0.893140628352364
"n124",0.612478410603522,0.502104086125124,0.603150926325899,NA,NA,0.758239425675927,0.640347981623743,0.905842289273247,0.505032936731492,0.521452813785384,0.3783091428398,0.781066435114202
"n125",0.950488261699422,0.675262137259662,0.437345210929368,NA,NA,0.569676295273081,0.713420623854308,0.480188867973165,0.517350292132056,0.423220235022346,0.705701336517883,0.730831424741022
"n126",0.369259033157738,1.0335753596018,0.625084312367036,NA,NA,0.457924579828193,0.415028855564051,0.359390312147409,0.299726802236756,0.804374456224477,0.446056153004369,0.405574967803912
"n127",0.658257347730763,0.635869962841676,0.503840699459878,NA,NA,0.543924368101202,0.649594597793451,0.488074731654009,0.758266208229022,0.8743754948165,1.10273414351683,0.379418913195433
"n128",0.779745290945473,0.681055907675137,0.360629084227311,NA,NA,0.803328156979776,0.610901309660947,0.8060632332259,0.450345844910333,0.529446455989802,0.547167591943688,0.683984561449382
"n129",0.828328014287097,0.582785652118722,0.556118721273112,NA,NA,0.860182480626636,0.662995557874836,0.776800189749632,0.542929593502196,0.467680130000056,0.323156884807173,1.10489962600231
"n130",0.610846828708758,0.668609078803654,0.657337890598884,NA,NA,0.677348039199027,0.478739812570846,0.449517481778405,0.412675312185657,0.378022586000662,0.604225534398419,0.428934032391674
"n131",0.648027570789751,0.588116216230568,0.556879067447791,NA,NA,0.449483378592574,0.754251948794681,0.356779601942418,0.416636085877482,0.815309092613065,0.527714861089027,0.48428199485919
"n132",0.615261832345188,0.525456061712279,0.49537387289824,NA,NA,0.483945239168773,0.726780248845896,0.549283074039702,0.582470224061894,0.708218691754805,0.349102000944479,0.598478583922136
"n133",0.655239076240655,0.377579613485695,0.432316672565043,NA,NA,0.468819016940805,0.736356103064723,0.319238261793036,0.584657877567489,0.488204819931004,0.446689774168131,0.448768389698257
"n134",1.12380968838808,0.553775030320736,0.528712555529644,NA,NA,0.453309000441818,1.2909452049088,0.514661311381139,0.423573692469037,0.810520568471384,0.393005647326574,0.742171358864529
"n135",0.597733063418122,1.1814143006979,0.579890187113345,NA,NA,0.512275204889314,0.387223072722261,0.57022489296127,0.34944005267837,0.750826691329863,0.6552944793105,0.550314515442513
"n136",0.598725135518029,0.384233566795735,0.775451508574202,NA,NA,0.45804373744824,0.533806025290515,0.466765110808054,0.422789690713061,0.406289491441499,0.374256285199741,0.603941031836749
"n137",0.432071739149,0.398219445828819,0.556322987161683,NA,NA,0.417961554538353,0.53100456705263,0.3775630060257,0.443797390500253,0.506145544750089,0.278579737464777,0.538007725374743
"n138",0.796812657223425,0.28273351263912,0.476247389640739,NA,NA,0.608785745835612,0.535558462642639,0.456606013415624,0.943106539591126,0.405080074087911,1.2224041427267,0.563803418236815
"n139",0.513037355968754,0.511331948142463,0.619722700464533,NA,NA,0.43869904917853,0.492971887469596,0.400492431726947,0.63086370635662,0.427338774835014,0.648644636947943,0.582867441310242
"n140",0.578312060456431,1.12601407951033,0.595969448008543,NA,NA,0.621363877789581,0.561472196600655,0.867938439475257,0.701348564873068,0.984996824410029,0.625159445720088,0.433733653474945
"n141",0.537838642014253,0.347869330699286,0.498362514371247,NA,NA,0.780237597366886,0.609025409096038,0.680365645854784,0.617124208041279,0.304925700069991,0.714075888576006,0.587624582520718
"n142",0.561099306600916,0.586314110134143,0.469136861911368,NA,NA,0.640578731737474,0.580515719990957,0.590244803757259,0.53417266498069,0.618000273031711,0.639317470968804,0.403073490586414
"n143",0.5285861634957,0.972694459680312,0.466658938696343,NA,NA,0.913568348560636,0.507295909796147,0.898075412515976,0.486636368489997,0.561629928333791,0.578182282187788,0.488333811547657
"n144",0.524655677909712,0.27799068949765,0.565279683096909,NA,NA,0.607744102087625,0.438144295924772,0.52921911535597,1.27602891308985,0.365433159194975,1.96273501160697,0.748143832388712
"n145",0.543392944543645,0.52712552754645,0.690997581346527,NA,NA,0.438695296760157,0.56050091960673,0.570049723648263,0.534895932312111,0.33481353938478,0.560334567567019,0.433437006210796
"n146",0.696847319530453,0.793173218371687,1.13303134658009,NA,NA,0.60325333046033,0.526421645910004,0.476243476984002,0.579324708484143,0.656833754813723,0.535342558787254,0.414790209708868
"n147",0.423975809715313,0.943680624436616,0.593672067382589,NA,NA,0.330845800910356,0.740830052451513,0.37551157806692,0.286182355697765,0.746996381874023,0.483033436120352,0.418908590312598
"n148",0.97027939884726,0.44784421500932,0.558370083507418,NA,NA,0.689647850040982,0.779430362484353,0.609679049837257,0.763984628303135,0.42423545201543,0.485961219244925,0.521285584932347
"n149",0.684208297668997,0.613857152966281,0.53811016462299,NA,NA,0.863365192295431,0.532400614248455,0.80033992406151,0.742614930616278,0.659904000097758,1.0889630499406,0.473494263928019
"n150",0.440312363547934,0.560531599854005,0.580883397247015,NA,NA,0.568602526955952,0.567313557882925,0.650037158994077,0.584306091122589,0.659451864411544,0.577788174579224,0.484432641501355
"n151",0.779999358000477,0.680974768393391,0.640743979109287,NA,NA,0.628274775075634,0.577498609835555,0.559175532570329,0.598155591899461,0.873915575416394,0.575954298715831,0.646925007061902
"n152",0.509363520342697,0.368486469816373,0.602051635250998,NA,NA,0.42945231676537,0.700889255150237,0.554752853395168,0.823395463711751,0.612667758609613,0.682571098168276,0.598111989992779
"n153",0.492182264994276,0.615620379853499,0.621340035424166,NA,NA,0.667883274403176,0.756202425137722,0.611728802877026,0.588075361111177,0.996793250432148,0.570498766422191,0.568403120394171
