"","qbl_var","mbl_var","wbl_var","tl","nestl","it","rwingl","rheadw","reyel","thairl","bsetael","rbtl"
"n255",0.552851749839963,0.914449969238699,0.521628247347082,NA,NA,0.920127193327649,0.678105057559782,0.766794607586499,1.03636812913629,0.797488907362255,0.663808503340414,0.51033750448718
"n256",0.674905967391545,0.459365853797548,0.777525550492793,NA,NA,0.441354585170175,0.781250009714673,0.359747030395851,0.345190986346072,0.889253640222377,0.379304119624762,0.552797661051048
"n257",0.650599762117095,0.811840842245738,0.560567687663714,NA,NA,0.520556114323491,0.898665933455586,0.41272627949681,0.432602454364367,0.599865310429402,0.442899971909553,0.473241589447198
"n258",0.708813366093761,0.340555139226939,0.496039896333144,NA,NA,0.580975081553476,0.870722553178287,0.635129640714213,0.53234416510434,0.593077266118333,0.657072495405801,0.489774779561546
"n259",0.424881976069981,0.535213223301063,0.494552415669876,NA,NA,0.480791993586108,0.436962552927208,0.459677901547489,0.566859676435911,0.553706414554926,0.79887169235876,0.766577708937469
"n260",0.769903516656447,0.74069458731288,0.656816400394258,NA,NA,0.678768897919118,0.823533405178406,0.484105728956296,0.627930859951416,0.484407345489045,0.415034350674257,0.364962708986399
"n261",1.06234423622144,0.638383864036532,0.789964837801058,NA,NA,0.482460137960523,0.689471706388622,0.406477483979394,0.483634242783757,0.637281474372539,0.728043341784592,0.755925986453502
"n262",0.486507153039836,0.511545423807418,0.633445620374734,NA,NA,0.591085346504539,0.387169782551571,0.641168322322291,0.721888164656902,1.119179507621,0.690631551720183,0.671422802920534
"n263",0.514769767867637,0.911766195213887,0.548306840476467,NA,NA,1.1919584183745,0.502917343032761,1.00240389043095,0.47337455860574,0.595683023966168,0.756104623360398,0.768666932200107
"n264",0.84243257089682,0.383155920561552,0.447644363549852,NA,NA,0.553766412212358,0.566064747671688,0.330637956202331,0.802150374986334,0.540119766071847,1.28575851833562,0.469182783118511
"n265",0.553377505690524,0.475012746905623,0.475097312076762,NA,NA,0.575801468771141,0.442628318690561,0.491320354238196,0.727071537857132,0.507469288955321,0.66606095764175,0.504115275721316
"n266",0.509534924882681,0.804601109671792,0.667457513530845,NA,NA,0.5460624000645,0.49873659501446,0.833167725061951,0.612103986806647,0.545927403463129,0.777438217253564,0.758583839051078
"n267",0.665522654376208,0.537640935101411,0.58853645681962,NA,NA,0.588172377600929,0.619557101704849,0.521905833148544,0.498413992090562,0.386938133578792,0.412963713265389,0.522583945922267
"n268",0.425814031714721,0.370336860736809,0.394583620052408,NA,NA,0.68742780828468,0.458958175136887,0.569100345581646,0.843252360323699,0.395278600700246,0.752513989831385,0.566617669831884
"n269",0.682479747354277,0.523567936931978,0.521095223861738,NA,NA,0.667908265166965,0.780116763113882,0.546594650985894,0.512472398441737,0.705810995271935,0.373136545738294,0.478011877663328
"n270",0.572341477763917,0.486294584782792,0.924143181563534,NA,NA,0.404854854167766,0.582675127124574,0.88820939153354,0.612180664133242,0.548548556531205,0.463477597089157,0.551807601482523
"n271",0.576779961911384,0.370318298638799,0.429132263753857,NA,NA,0.565249050196655,0.737038183871369,0.524582510585732,0.535829212857713,0.440479846045642,0.395680424756485,0.773603849634959
"n272",0.676166603436545,1.09560773731663,0.377061768882185,NA,NA,0.577645423644746,0.560108122001645,0.795672438028345,0.608238009187913,1.26640674429445,0.56335258704365,0.880935676982813
"n273",0.64374504577611,0.704665547301888,1.22247446691934,NA,NA,1.0146921228925,0.668819430538377,0.875964457608882,0.823265819996317,0.641947132036704,1.17162242836805,0.665962244917351
"n274",0.477260602663729,0.442339910068206,0.395371722292748,NA,NA,0.486467907219906,0.356870451192355,0.559382185118624,0.572650689577342,0.514781633305783,0.507778816705476,0.403146411361878
"n275",0.437680691148899,0.52332755026669,0.854297825657389,NA,NA,0.480507846563399,0.382933372456163,0.633011776328785,0.652728748074168,0.500190573633018,0.532442938164636,0.717152007736381
"n276",0.488849032337194,0.72680689164032,0.489144286667243,NA,NA,0.652101352308428,0.495393086762001,0.371596053805424,0.608703493326714,0.432071377194203,0.871274946685893,0.3475698147885
"n277",0.506368155269683,0.71524189320025,0.454794421610773,NA,NA,0.825144406394764,0.603848262318995,0.534865510702421,0.708282584720491,0.735683934045061,0.684642445957146,0.497340430372725
"n278",0.425248591511725,0.579393094232789,0.591206250038488,NA,NA,0.311544099397454,0.59178970067581,0.381066058462547,0.396750171637889,0.400938899019787,0.558512554705654,0.583532338701478
"n279",0.72384581448082,0.812307641273746,0.550942698249442,NA,NA,0.539415308674509,0.659345064379343,0.688262182352112,0.482504529559957,0.702127249519641,0.632243035974147,0.844511303802585
"n280",0.719689526356931,0.455699579769303,0.554716614397934,NA,NA,0.453197160615711,0.97616150869387,0.778770271794725,0.722422054823939,0.422522109984874,0.688029237214254,0.956986891662604
"n281",0.523573137071674,0.447269281606302,0.787474181102876,NA,NA,0.6147540357081,0.694388566191746,0.710115592559717,0.392799215007307,0.35764661842185,0.314653504422142,1.01788997414839
"n282",0.494301199846512,0.548451114008544,0.484939071935026,NA,NA,0.540571169100657,0.467482403998313,0.439308621496052,0.612124807563041,0.771718405658469,0.828738006200512,0.706106143528758
"n283",0.974902988634104,0.504642813737921,0.370586700688395,NA,NA,0.817590712626796,0.99321910119998,0.483136349156043,0.406916604964392,0.52509186279271,0.365998106681658,0.502351071822566
"n284",0.818186494023448,0.646951666122313,0.498725197693594,NA,NA,0.556401932299333,0.553473483001374,0.549398187008622,0.430812410047966,0.522447032499685,0.397903165608308,0.571138639665581
"n285",0.480352414128927,0.674810138273378,0.547921131335634,NA,NA,0.819553028846049,0.409083461150301,0.894252048397144,0.720780758704489,0.691101934563126,0.503104418577589,0.469330026346261
"n286",0.466513276331209,0.670265763441661,0.598009025123176,NA,NA,0.52292597414392,0.678866032442914,0.708812952920996,0.630856429405679,0.475487355903267,0.977669512001713,0.60200388634666
"n287",0.816871550166847,0.512002124792279,0.821407512026137,NA,NA,0.322982162594939,0.897411282613746,0.361176740600646,0.2338292236614,0.624612735824898,0.322248545454935,0.535392796005786
"n288",0.580439508318619,0.453386981029833,0.585260548417377,NA,NA,0.405302509677364,0.834913445775338,0.326958669681189,0.357138140036534,0.406992996030676,0.577390584213825,0.611015524533149
"n289",0.510928794568887,0.878311406610326,0.725843116641743,NA,NA,0.608041886036171,0.596017612076574,1.20487141930057,0.555143911079431,0.547377384706409,0.442922902990998,0.70688739381402
"n290",0.493224696023361,0.465902685082373,0.624536934881371,NA,NA,0.611327818929638,1.08394389680521,0.753098595690901,0.649373297559287,0.38147036325631,0.633561616499217,0.540769957828893
"n291",0.451282343695628,0.516940821270005,0.470572804752382,NA,NA,0.979075223119226,0.66956722872543,1.14369198550014,0.596420610532323,0.359941180095656,0.735080602357775,0.813834946097453
"n292",1.03224414463852,0.636631827278787,0.354973249373427,NA,NA,0.702764404998809,0.675897977147798,0.507861665030092,0.621220851205291,0.81370075629888,0.580000149904947,0.660991773669345
"n293",0.418769224383257,0.532487827942302,0.514863039458792,NA,NA,0.593604621453406,0.590448884343287,0.903650996863691,0.764694715886546,1.02008312883902,0.318499239476237,0.447174391150382
"n294",0.317205271594847,0.587787834742759,0.826394891502415,NA,NA,0.356683080687639,0.454955227696829,0.482379093680661,0.417807630828694,0.860201557057003,0.392174989769194,0.854971891613985
"n295",0.36685251696418,0.577608373424079,0.494289933085167,NA,NA,0.599626669879341,0.289370314502944,0.532306784632406,1.15963216508829,0.603127791350913,1.25678490547975,0.605887481755398
"n296",0.920143512225624,1.06976967020109,0.696218479630346,NA,NA,0.54322613060962,0.666694534888197,0.665718062634016,0.43218569389298,1.00547235586229,0.400886345853545,0.349292830662297
"n297",0.484202600942492,0.306579790455364,0.429994154334886,NA,NA,0.813965674098544,0.729783799062307,0.843388635842397,1.08496834508631,0.303892093074873,0.72892891351645,0.479517092296561
"n298",0.467515580649561,0.690093109863512,0.581119563130787,NA,NA,0.637421702157854,0.475524446043946,0.954606961959102,0.505823417033761,0.450427238784282,0.473644313550143,0.565565599323921
"n299",0.308460150809293,0.592630747127644,0.606871063542158,NA,NA,0.336949377623752,0.708631390232289,0.482289934405724,0.288868606371872,0.526234120626834,0.444988834448955,0.441825047942188
"n300",0.402419375807276,1.17684575867913,0.522022869853627,NA,NA,0.637330850676203,0.368540135392926,0.689026660471976,0.787385070234087,1.3046819098888,0.887854792744286,0.492772549803389
"n301",0.542921284466101,0.501430351933175,0.553258329991071,NA,NA,1.13275256451402,0.543078677317365,0.706352937267733,0.822146575802102,0.350321948376269,1.37635169616159,0.742524150461551
"n302",0.599665383522606,0.720817248836553,0.460968954886388,NA,NA,0.399988348679811,0.520537745014553,0.496759725468116,0.456140642908577,0.797861968397611,0.484917811916976,0.4531776353906
"n303",0.417359019483591,0.975418199363113,0.598019935860136,NA,NA,0.437427084752104,0.550376026522411,0.513987645002088,0.400701718538163,1.01274559899888,0.490195686191649,0.38466553302046
"n304",0.952728705573959,0.631705462944706,0.501570625556134,NA,NA,0.585288065572107,0.696120463391276,0.581979520195653,0.628143897715952,0.889289871350093,0.473127066341814,0.727707511913751
"n305",0.884190373108086,0.682023613193484,0.552645709608398,NA,NA,0.516270285064092,0.69623589458123,0.31629910264058,0.439911384523704,0.311012958679708,0.620407896913486,0.396463983066167
"n306",0.474168595742664,0.573897981677515,0.380050214437336,NA,NA,0.710513235301519,0.3923960014593,0.610673779082717,0.692427053898306,0.626052012565213,0.752355605241122,0.79810589051905
"n307",0.673911292452145,0.687880763698616,0.524535970629761,NA,NA,1.24322789518391,0.529238114625365,0.58646014574719,1.01791866657896,0.483452058274872,1.84661056659206,0.506826579938613
"n308",0.590944924978601,0.606653565485647,1.47019471665522,NA,NA,0.530079953981962,0.92984064104265,0.809713676996962,0.632220063126072,0.379968109303152,0.463388818252896,0.513822666204602
"n309",0.424761312738863,0.766682166563157,0.652440818979337,NA,NA,0.446911544798518,0.422457962293933,0.318052571379691,0.497972755747206,0.662027631553102,0.734710357902628,0.488730900716068
"n310",0.450635996288131,0.503253674138561,0.607919891379884,NA,NA,0.97422217381382,0.769779594587439,1.14263955035956,1.4768074546312,0.82608435112258,0.90435801514383,0.889697200629796
"n311",0.544534976486781,0.879153021507776,0.438480252165577,NA,NA,0.546683894736528,0.407229251737683,0.640055110263236,0.384667641529805,0.646130894774482,0.379539560520951,0.32952879723438
"n312",0.465534610258818,0.579560680115269,0.907599993271713,NA,NA,0.793823724987238,0.579808606231399,0.734001515324293,0.846852170042618,0.676693925599617,0.853735417483132,0.526457922150381
"n313",1.11603820094176,0.420618073458148,0.513836203875178,NA,NA,0.651277115189291,1.17848714620126,0.544749917470848,0.401626660045048,0.379156998078664,0.469885054719826,0.65166188198652
"n314",0.578055664369314,0.739623970478465,0.393623448643653,NA,NA,0.503995199587146,0.409048089259864,0.776470753975618,0.532610740532245,0.728236731548265,0.567215228928357,0.842137262272456
"n315",0.589413256226043,0.444969316237734,0.528827200961477,NA,NA,0.525280072660071,0.541678419329453,0.532046333831479,0.538973641271948,0.353347063626911,0.808323950387582,0.527691693359924
"n316",0.459193827456562,0.545866711434298,0.956785144131917,NA,NA,0.48339074805856,0.672324617977364,0.729716969128433,0.407446192188551,0.616663061942536,0.378983798085181,0.845614873250305
"n317",0.603045015086106,0.53988921924016,0.39242582780689,NA,NA,0.607935799878865,0.592829512206597,0.926499752724016,1.00492814673433,1.06590673322294,0.571378960106633,0.641917013616621
"n318",0.61293915954602,0.740287727571508,0.608631289247479,NA,NA,0.942396064591278,0.53533740353265,0.790109020090539,0.573309832070852,0.426052262747999,0.770282407575233,0.439942969727549
"n319",0.486612367862758,0.433838498646328,0.581260882786114,NA,NA,0.616968362703212,0.387407606772149,0.526384051637767,0.636538449104462,0.337530574099143,0.771242983250812,0.415861690511369
"n320",0.385474402317376,0.553195140714038,0.495105985471629,NA,NA,0.899876008236924,0.479830825762843,0.708023272634519,1.0964888362679,0.807290774211528,1.35722666053046,0.578313648929736
"n321",0.559828501440321,0.532134029708266,0.566499787879563,NA,NA,0.815950689528496,0.684400697619315,0.675314480777586,0.619207064551698,0.895998462315063,0.84131026441606,1.05615597809779
"n322",0.455713805056893,0.411898203558824,0.402431390982052,NA,NA,0.804045578610948,0.391678110315403,0.901685774094373,1.16315157300775,0.562692101747115,0.661457522041822,0.588688999910842
"n323",0.448204200308461,0.516667704071217,0.581863516764669,NA,NA,0.443310307028256,0.465087345335144,0.416013392992293,0.528188895733685,0.475314756019505,0.802011020671759,0.346780337797934
"n324",0.336273476977333,0.376297988534475,0.716889147727709,NA,NA,0.518240649510426,0.308459491595841,0.410705568289685,0.633417874789782,0.381093219985133,0.77075013033046,0.424985150702461
"n325",0.723203629982377,0.399368710542515,0.422440259435099,NA,NA,0.865540382806018,0.566052206616705,0.51634553033578,1.21939259835044,0.603762846700879,1.5139571048275,0.511214155626247
"n326",0.551521460057107,0.597230175408758,0.669736898188891,NA,NA,0.549345053733953,0.927952770941345,0.554386598611244,0.746781808704995,0.536400021348429,0.684262380330102,0.506978810907764
"n327",0.458770681401152,0.6191909650626,0.743659840590828,NA,NA,0.298033736573077,0.400206429944039,0.295750075840873,0.22708186101478,0.649919109436284,0.302091702104265,0.378663320899964
"n328",0.68414141902213,0.90984260499318,0.972744641234463,NA,NA,0.302726344595053,0.808055638590182,0.35482093222162,0.238018592421762,0.6064262656267,0.340491870856197,0.578351100562979
"n329",0.578729382803782,0.589417121735846,0.604147888106198,NA,NA,0.369083151339374,0.534097596660716,0.387649989027571,0.396112270890593,0.572369936042247,0.410254884523041,0.853026080363651
"n330",0.507598806543254,0.591955582876124,0.714984085169552,NA,NA,0.356135209566184,0.476729210420888,0.50171192878029,0.366606134382406,0.583575753164477,0.27564782358218,0.482531876964174
"n331",0.729227547195988,0.739375190515985,0.561829704466105,NA,NA,0.451195891880581,0.662956012238099,0.477488405208574,0.628160645113445,0.549562101434296,0.374573236391668,0.407448749039613
"n332",0.605356036706102,0.437985388866085,0.674380732936717,NA,NA,0.387656063751836,0.475828895723811,0.366103642229523,0.279695252179163,0.540813034635961,0.403110008429114,0.493817127957909
"n333",0.531670234373961,0.617768759050363,0.468106602056995,NA,NA,1.00572669931337,0.500927199072435,0.880152595156965,0.919148696787665,0.66649287970682,0.267719160987094,0.583454852611556
"n334",0.454088669280782,0.620206617932763,0.609732868331997,NA,NA,0.644171784783384,0.739512895431527,0.77292564770035,0.635767795291157,0.521839461167403,0.45382142576516,0.582422164496696
"n335",0.53601926216047,0.56541586940796,0.467248866321146,NA,NA,0.54686036118299,0.565692133277348,0.578375018798926,0.618258239446178,0.677419110126366,0.690745508577541,0.607043722380333
"n336",1.23919170466825,0.995501569983426,0.592818347976535,NA,NA,0.490980502779587,0.672324458531843,0.328681520576126,0.3835427684604,0.752417801619305,0.461345880043656,0.300594321912964
"n337",0.384845943828677,0.702157546093243,0.653176347783995,NA,NA,0.401595252764503,0.388800391488165,0.443752856463121,0.473528650494661,0.5907232385401,0.499793715281215,0.565372238289634
"n338",0.880954077513344,0.386569229037507,0.469083012654147,NA,NA,0.780229849416219,0.721334983322268,0.669369759013268,0.842946581533045,0.708850240843944,0.545286360020646,0.675518267473624
"n339",0.536279881150806,0.68861322225839,0.789641532415249,NA,NA,0.49079505558812,0.76462827050445,0.873746989505637,0.841416158961969,0.636978655877964,0.569886154059176,0.532631593844431
"n340",0.579649254436826,0.535358601004034,0.565627351731414,NA,NA,1.66645027024453,0.458288783298521,1.08592126949003,1.31065210135913,1.05836529262283,1.37784050330682,0.848333077598395
"n341",0.749251103160149,0.777300146657403,0.947266993633868,NA,NA,0.786189218373652,0.878028299145081,0.553969256668779,0.353167013485737,0.562955778794112,0.369665262567017,0.483067439680609
"n342",0.839563128276904,0.496945949011223,0.747209099542737,NA,NA,0.458405469224167,0.638430885438177,0.713645175705771,0.680863399388161,0.297482866875162,0.540684222379704,0.531390141382629
"n343",0.394379021901507,0.490693704499109,1.0358382319796,NA,NA,0.527500573424706,0.554459172341917,0.727356537316795,0.624765661937044,0.585732174669477,0.360111496824742,0.498370153676839
"n344",0.571656392377993,1.16830932076201,0.410236292340558,NA,NA,1.35771083689311,0.60778686231596,1.1303404351623,0.932204105432817,0.614833434201322,0.809290796514064,0.5217745331754
"n345",0.650292280260372,0.823617751601119,0.682794598182156,NA,NA,0.759181535358193,0.76729368988821,0.571520868616224,0.749286179107189,0.70889564361351,0.743283250204529,0.634983645526144
"n346",0.545613957255449,0.938485360252714,0.556921743047824,NA,NA,0.73349588140758,0.509224987665019,0.684091278011515,0.968295465312053,1.09451663076132,0.881531997641652,0.479206650916407
"n347",0.701534041000394,0.586506842803674,0.561727607831931,NA,NA,0.684879684244359,0.52418991925578,0.886556347821286,1.03747271783738,0.615380922099205,0.641543405897033,1.06431395124649
"n348",0.417362886179829,0.604152557902414,0.642207655531697,NA,NA,0.308090964588424,0.540833141504692,0.545529241997389,0.426034613026807,0.368674145360803,0.42056048480988,0.531067918774037
"n349",0.924130445898601,1.02126030106846,0.46253063121433,NA,NA,1.17825838281816,0.717876088586131,0.541669807749176,0.774395078126453,0.335611231035054,0.809982948599575,0.556968900654757
"n350",0.816775687181797,0.811402848672843,1.15832013555279,NA,NA,0.926875200794022,0.537749847262,0.742557363913599,0.572286682584122,0.700961808274961,0.80816101131781,0.467028986615343
"n351",0.88388922715326,0.582736895097797,0.407787454590551,NA,NA,0.371131811946145,0.619552232111619,0.294737568696003,0.39009206591766,0.729701909318915,0.88354553586968,0.675835929687737
"n352",0.593881630126591,0.33580038858201,0.388919078019147,NA,NA,0.543676498387626,0.803750117347329,0.434761050191933,0.574553773067774,0.334514846486161,0.680957436472727,0.763198102740676
"n353",0.540823707000482,0.411386244894754,0.428517741799163,NA,NA,0.664241453871717,0.808340497174819,0.928049434640843,1.71550667514615,1.06945776343114,0.995433515990311,0.573222001948087
"n354",0.469173077715666,0.587199168354219,0.396540037786424,NA,NA,0.827263987445082,0.555912141876469,0.624926215406331,1.11652733130067,0.742355791569846,1.39611828129363,0.492254143043105
"n355",0.526959737894822,0.454937988042847,0.466716706395026,NA,NA,0.717253302085385,0.699161963822394,0.431964471949307,0.973341040723137,0.501968815183687,1.46080079616481,0.673321523606022
"n356",0.535829881806631,0.493611460940863,0.479222445265284,NA,NA,0.666796924831471,0.652294435865853,0.480947017084333,0.619219165285368,0.580336134757779,1.16829411725658,0.610859150917421
"n357",1.79680001045336,0.532194558888123,0.573686231653869,NA,NA,0.836251995830801,0.732861438300156,0.473421428982789,0.590553219265355,0.612392117670762,0.257495988937605,0.418552128349933
"n358",0.635302183606029,0.743611535949072,0.536185996488113,NA,NA,0.738518694912192,0.682849747767622,1.28986925057716,0.973296599752986,0.441951990120794,0.688212045985108,0.725987003360473
"n359",0.725600404988482,0.522596869367888,0.548994645648973,NA,NA,0.412209097537429,0.796255932105034,0.58572530012209,0.43016026968513,0.550339573840362,0.404016947733242,0.761865078536534
"n360",0.463916946294647,0.439188836396815,0.60798448541117,NA,NA,0.661143542332794,0.411830280703324,0.546876288926916,0.897985497380325,0.80514080094029,0.517155136867426,0.424950436196829
"n361",0.354598526688104,0.580271285690522,0.67433740850199,NA,NA,0.436030701171059,0.375843029925331,0.633300400032928,0.513230511935027,0.456539639882707,0.53899475187708,0.602543973083674
"n362",0.603649171508909,0.316842674970618,0.320169024049815,NA,NA,0.900977827868353,0.488345633017812,0.839277203491255,0.783130803713611,0.330217989132074,0.673520170731028,0.922131521670422
"n363",0.44455050533821,0.999591570608985,0.675479622649785,NA,NA,0.512469692157257,0.495627209847019,0.594338919044242,0.578369751835538,0.586728940540286,0.577006794343167,0.366329285251973
"n364",0.717843931005,0.499218003146623,0.690396293555847,NA,NA,0.396815191077983,0.706425278712503,0.357500606229914,0.373330064266078,0.443660874840347,0.469071612093422,0.495544574282988
"n365",0.506208096425146,0.686710245573546,0.66741027555189,NA,NA,0.379258701524102,0.419953423934282,0.395719002979829,0.446619760875359,0.646162389611614,0.588003595312107,0.772012418321122
"n366",0.931392819550329,0.597352827597672,0.393488458668704,NA,NA,0.650991894262775,0.757909461389633,0.598652675606504,0.571861763227584,0.612528137235583,0.923285840548759,0.692537888054224
"n367",0.689880187942696,0.468883237589996,0.885479448297528,NA,NA,0.539488552328653,0.554259386718436,0.472388897176734,0.500797698666146,0.389053580390553,0.578665461693449,0.64522228249723
"n368",0.498012210682334,0.54502722997474,0.689824128185328,NA,NA,0.70174077752002,0.787102641320919,1.4259905870504,1.37758788488694,0.683659096847382,0.451137276269617,1.08794532883814
"n369",0.685176988951612,0.475098043954475,0.813991087418006,NA,NA,0.552903139316462,0.812251271067355,0.617123904358435,0.451902812887462,0.427953645308779,0.424000798946322,0.548544634199956
"n370",1.36728798713029,0.881533148677726,0.716420490282741,NA,NA,0.619990621532074,0.89471643039863,0.500088666958275,0.454847324648201,0.752959778967834,0.322987471311286,0.517878394572438
"n371",0.590722464786583,0.454728549369854,0.601721586385759,NA,NA,0.38472928122011,0.604315598072579,0.357646345159419,0.281397479467048,0.464075866436683,0.479938505379817,0.42939196119186
"n372",0.640158268288075,0.415975878569807,0.525117071523093,NA,NA,0.476888080329841,0.519636631041634,0.509314944127239,0.442418475371523,0.766430680535268,0.270259454544055,0.433455709662664
"n373",0.616872629326678,0.612982808755621,0.76455934252696,NA,NA,0.670275510298839,0.765021273535251,0.741735173702706,0.668825540705307,0.835035498887319,0.734586705665286,0.980498553099883
"n374",0.650168122295872,0.40254050635861,0.526188295881413,NA,NA,0.878566082676858,0.543159230487711,0.905892111845985,0.74763293187114,0.401820886748276,0.297338927386591,0.891454460888238
"n375",0.971659643036607,0.442714339963833,0.827878537215983,NA,NA,0.94619566515646,0.498675468748434,0.425816607615302,1.21179801269629,0.535664941749349,1.38607877032691,0.464338189471153
"n376",0.822469660951272,0.440909481989862,0.361294655131186,NA,NA,0.371750612601956,0.696467532289474,0.350736985197413,0.271951196201811,0.479018523798002,0.434527512597397,0.456771765670602
"n377",0.354894193685167,1.29342473542164,0.731283050036048,NA,NA,0.620479060534367,0.368112671415838,0.446408536511726,0.364250506212885,0.675831949328063,0.76153733817839,0.363156128711686
"n378",0.648236149577503,0.369745634478367,0.464852911326689,NA,NA,0.508697346148127,0.60832568717523,0.318798221344191,0.598558045210454,0.459186835265576,1.57845892152415,0.457870658255467
"n379",0.468766675676523,0.692757221896211,0.594251688288766,NA,NA,0.384941950727552,0.490284482042467,0.479276501785407,0.487290458401339,0.758630434668393,0.589709605704095,0.929490160513347
"n380",0.528708789854223,0.661608391813435,0.473481652459251,NA,NA,0.497784640694278,0.529880713145637,0.537642683597412,0.499298857205965,0.958195818046973,0.497758309580819,0.590417731974039
"n381",0.826425944220075,0.848894666626484,0.818074490706696,NA,NA,0.987666685829556,0.71658230111706,0.735392391781075,0.449721873774757,0.633989536379108,0.384644211965869,0.779984497384398
"n382",0.924258593760199,0.74774592763822,0.622379124652513,NA,NA,0.501424986553195,0.688213850196301,0.512720556230682,0.489313994701727,0.67664310763381,0.441792192436471,0.661953284540507
"n383",0.497651000734605,0.815250831241782,0.707467087625398,NA,NA,0.562381919873707,0.347033267700138,1.02122019571604,1.02878869396033,0.764844765906154,0.534838149865791,0.591628605603431
"n384",0.302416963205617,0.756365224937869,0.616233531244846,NA,NA,0.431311395742787,0.527453244493306,0.65221348652412,0.822794291692777,0.818180845320424,0.602528199167671,0.659347017712944
"n385",0.625522415596523,1.1464084511637,0.592867201102834,NA,NA,0.971620545835815,0.624811069170798,0.465964563184748,0.574677277841005,0.839222575931641,0.734418365324107,0.546315416566337
"n386",0.833217800151287,0.360241301474685,0.393568260147129,NA,NA,0.502483008103985,0.760523594942929,0.648145525389501,0.423827505041576,0.392035301954143,0.454352259076344,0.933755809292226
"n387",1.19747705577393,0.530376741604009,0.693703945275112,NA,NA,0.859145901416955,1.25656268839353,0.629342269427284,0.842389517205678,0.676092806237805,0.867809354729309,0.750112143023066
"n388",0.647473261252749,0.599631589057816,0.770853632764518,NA,NA,0.443108459322705,0.47454403866734,0.375901941652582,0.520897515559411,0.654928319160197,0.700528811323606,0.423889330883804
"n389",1.29964757506302,0.903325249845056,0.44644932136195,NA,NA,0.48787085408634,0.898266572100278,0.365258552169995,0.3932267031166,0.719184550054872,0.334544499245206,0.400514435800846
"n390",0.730845186094437,0.494910180710736,0.507171977178746,NA,NA,0.366387672895817,0.602841864983976,0.293929952478736,0.322792665184326,0.450843824375038,0.288286095985254,0.385844934182319
"n391",0.491069532320938,0.402432760768381,0.637574700675829,NA,NA,0.363978818281877,0.710394893169752,0.632322337916434,0.66006768076063,0.560459580037472,0.501780077007783,0.910027909649928
"n392",0.497524099820569,0.551319485757947,0.777217584738321,NA,NA,1.10038057327216,0.413773302091626,0.971187250667978,1.34120975822915,0.580315865270071,1.39486463921035,0.613352349595727
"n393",0.468414159698947,0.745207991379838,0.431817624989352,NA,NA,0.862840803846043,0.553493455308119,1.13445318316304,0.809621787966975,0.793082819847575,0.415462926157763,0.700046156377811
"n394",0.447673179830328,0.596026036103289,0.728444743141252,NA,NA,0.302811117632877,0.556955399630681,0.669314553607288,0.376976924376949,0.543196159159152,0.423535457998079,0.840070900461806
"n395",0.617365975613719,0.355762803139429,0.757564925115463,NA,NA,0.792307871163438,0.506268150483841,0.900143475915814,0.896906637584263,0.796655420196795,0.735873334037618,0.6587176237073
"n396",0.721653974651318,0.410643611505529,0.399899774501549,NA,NA,0.781203076659676,0.498055167806152,0.601223028680414,0.795876363350022,0.590376371281933,0.886216950795711,0.503541538284968
"n397",0.630093424902305,0.548482936770083,0.57828857051709,NA,NA,0.596158026268353,0.637186797894225,0.492667000759326,0.390016215707877,0.675242056124714,0.410280169373293,0.62450018154999
"n398",0.645436351524752,0.563288126407234,0.765747979441357,NA,NA,0.334680737477304,0.609568417099287,0.299977462803635,0.306776806338901,0.521593420243117,0.404138543251423,0.524053115791416
"n399",0.457613157077208,0.686024107083036,0.455424346414596,NA,NA,0.668073809136179,0.674969313564127,0.592783459797186,0.976435970198395,0.755418496120765,0.686601797646286,0.553241875944441
"n400",0.529584813858078,0.360263326235179,0.519248140813802,NA,NA,0.895532235241304,0.480443558741244,0.505339529613617,0.954591999576993,1.18963674778419,1.4600632263489,0.6809579643256
"n401",1.1506185867844,0.853083018133849,0.821462691209522,NA,NA,1.00681578988104,0.699218184212587,0.669423008237527,0.720851733003848,0.572791542933252,0.66525984116242,0.544706033818216
"n402",1.03363972444296,0.354719380321327,0.41830378675539,NA,NA,0.628061885510181,0.769189675925032,0.717892965824605,0.604305355658732,0.356506855937658,0.614869121563988,0.772871736163214
"n403",0.556958835435265,0.67567101705558,0.634595906407129,NA,NA,0.451708636969162,0.423189504378526,0.516682067785856,0.41558658625625,0.453827874456763,0.483817866233111,0.515743033804197
"n404",0.635545578822482,0.543240749972144,0.303583117266888,NA,NA,0.828123764004948,0.571527874635012,0.65493323150489,1.0101492303791,0.68353513281147,0.776882464035091,0.554605986169909
"n405",0.667312810761408,0.808673605705615,0.592434968263346,NA,NA,0.601766015920831,0.642584060926998,0.509220256435306,0.356259878004314,0.486906386870475,0.396435777723809,0.404215727476326
"n406",0.701307971599778,0.410933947752729,0.971709198372696,NA,NA,0.652033238289432,0.923325983234558,0.723146048598455,0.502459484833381,0.369041766364272,0.606712789610917,0.731038652135603
"n407",0.628946834058287,0.881774645074806,0.836591081126086,NA,NA,0.636661242853386,0.791753573592516,0.620624002267368,0.442301280709888,0.496651749477855,0.369188825621815,0.501277655224168
"n408",0.621284500529824,0.896504395898795,0.508580501513132,NA,NA,0.476812066132882,0.732883457256381,0.688354130801044,0.635933736318464,0.703666422954349,0.65798307336157,0.533925143992817
